Sample_year,Latitude,Longitude,Location,Sample_ID,Sample_depth,Bulk_dens_rep1,Bulk_dens_rep2,Bulk_dens_rep3,C_ton_ha,pH,Ca_MEQ_100g,Mg_MEQ_100g,K_MEQ_100g,Na_MEQ_100g,S_MEQ_100g,H_MEQ_100g,Al_MEQ_100g,C_perc,N_perc,OM_perc,P_ppm,K_ppm,Na_ppm,Sand_CoarsePart,Sand_FinePart,Silt,Tot_clay,SoilColor,SoilColorObs,LC_type,LC_age,LU_type,LULC_hist,Man_mec_ag,Num_burn,Fert_use
1992,9637017,344603,Altamira,A001-92,0-20,0.94,-9999,-9999,33.65,5,4.1,1.1,0.08,0.02,5.3,4.9,0.2,1.79,0.29,3.06,2,-9999,-9999,6,6,32,56,2.5YR 3/4,DARK REDDISH BROWN,SS 3,16,Experiment,1975-forest; 1976-cleared,Manual,-9999,-9999
1992,9637017,344603,Altamira,A001-92,20-40,1.13,-9999,-9999,22.14,5.2,1.7,1.2,0.03,0.02,2.95,2.9,0.1,0.98,0.22,1.69,1,-9999,-9999,6,6,25,63,2.5YR 3/4,DARK REDDISH BROWN,SS 3,16,Experiment,1975-forest; 1976-cleared,Manual,-9999,-9999
1992,9637017,344603,Altamira,A001-92,40-60,1.13,-9999,-9999,18.53,5.2,1.5,0.6,0.02,0.01,2.13,2.7,0,0.82,0.15,1.4,1,-9999,-9999,4,6,28,62,2.5YR 4/8,REDDISH BROWN,SS 3,16,Experiment,1975-forest; 1976-cleared,Manual,-9999,-9999
1992,9637017,344603,Altamira,A001-92,60-80,-9999,-9999,-9999,-9999,5.2,1.2,0.7,0.01,0.01,1.92,1.5,0,0.71,0.15,1.21,1,-9999,-9999,4,6,23,67,2.5YR 4/8,REDDISH BROWN,SS 3,16,Experiment,1975-forest; 1976-cleared,Manual,-9999,-9999
1992,9637017,344603,Altamira,A001-92,80-100,-9999,-9999,-9999,-9999,5.7,1,0.9,0.01,0.01,1.92,1.5,0,0.34,0.15,0.6,1,-9999,-9999,5,8,27,60,2.5YR 4/8,REDDISH BROWN,SS 3,16,Experiment,1975-forest; 1976-cleared,Manual,-9999,-9999
1993,9640176,364322,Altamira,A001-93,0-20,-9999,-9999,-9999,-9999,4.1,0.2,0.1,0.06,0.02,0.38,3.56,1.8,1.96,0.17,3.38,3,26,8,9,18,11,62,7.5YR 4/4,BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640176,364322,Altamira,A001-93,20-40,-9999,-9999,-9999,-9999,4.3,0.1,0,0.03,0.01,0.15,2.72,1.8,1.38,0.11,2.38,2,14,6,8,16,10,66,7.5YR 4/4,"BROWN, W/ CHARCOAL AND ROCKS",SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640176,364322,Altamira,A001-93,40-60,-9999,-9999,-9999,-9999,4.5,0.1,0,0.02,0.01,0.13,2.08,1.4,0.94,0.09,1.63,1,10,4,7,18,11,64,7.5YR 4/4,BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640176,364322,Altamira,A001-93,60-80,-9999,-9999,-9999,-9999,4.5,0.1,0,0.01,0.01,0.13,1.58,1.4,0.69,0.07,1.19,1,7,5,6,15,9,70,5YR 3/6,DARK REDDISH BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640176,364322,Altamira,A001-93,80-100,-9999,-9999,-9999,-9999,4.5,0.2,0.1,0.01,0.01,0.31,1.58,1.4,0.65,0.07,1.13,1,4,2,6,15,11,68,5YR 3/4,DARK REDDISH BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640120,364378,Altamira,A002-93,0-20,-9999,-9999,-9999,-9999,3.7,0.2,0.1,0.07,0.01,0.38,5.54,2.2,2.76,0.2,4.75,1,29,6,9,17,12,62,7.5YR 3/4,DARK BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640120,364378,Altamira,A002-93,20-40,-9999,-9999,-9999,-9999,4,0.2,0.1,0.01,0.01,0.32,2.9,2,1.38,0.12,2.38,1,7,3,8,15,11,66,5YR 3/4,DARK REDDISH BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640120,364378,Altamira,A002-93,40-60,-9999,-9999,-9999,-9999,4.1,0.3,0,0.01,0.01,0.31,1.73,1.6,0.76,0.07,1.31,1,4,2,6,13,9,72,5YR 4/6,REDDISH BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640120,364378,Altamira,A002-93,60-80,-9999,-9999,-9999,-9999,4.3,0.2,0.1,0.01,0.01,0.31,1.05,1.8,0.76,0.07,1.31,1,3,2,6,12,10,72,5YR 4/6,REDDISH BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1993,9640120,364378,Altamira,A002-93,80-100,-9999,-9999,-9999,-9999,4.4,0.2,0,0.01,0.01,0.21,1.76,1.5,0.69,0.07,1.19,1,4,2,6,12,8,74,5YR 3/6,REDDISH BROWN,SS 3,16,Swidden agriculture,"1975-forest; 1976-cleared,crop",Manual,1,no
1992,-9999,-9999,Altamira,A003-92,0-20,-9999,-9999,-9999,-9999,4.6,0.8,0.5,0.17,0.03,1.5,6.9,5.7,2.14,0.29,3.67,2,-9999,-9999,6,7,22,65,10YR 4/4,"BROWN, SAND W/ HEAVY CLAY, BLOCKY STRUCTURE",,,,,,,
1993,9637925,348045,Altamira,A003-93,0-20,-9999,-9999,-9999,-9999,4.1,0.2,0.2,0.1,0.02,0.52,2.44,1,1.42,0.14,2.44,2,41,8,16,12,10,62,2.5YR 4/6,REDDISH BROWN,Liana forest,-9999,Logging,Selective logging,-9999,-9999,-9999
1993,9637925,348045,Altamira,A003-93,20-40,-9999,-9999,-9999,-9999,4.5,0.1,0.1,0.04,0.01,0.25,1.12,0.9,0.69,0.09,1.19,1,16,6,9,8,9,74,2.5YR 4/8,REDDISH BROWN,Liana forest,-9999,Logging,Selective logging,-9999,-9999,-9999
1993,9637925,348045,Altamira,A003-93,40-60,-9999,-9999,-9999,-9999,4.6,0.1,0.1,0.01,0.01,0.22,1.12,0.6,0.62,0.08,1.06,1,6,2,7,7,8,78,2.5YR 4/8,REDDISH BROWN,Liana forest,-9999,Logging,Selective logging,-9999,-9999,-9999
1993,9637925,348045,Altamira,A003-93,60-80,-9999,-9999,-9999,-9999,5,0.2,0.1,0.01,0.01,0.31,1.12,0.4,0.51,0.06,0.88,2,4,2,7,7,10,76,2.5YR 4/8,REDDISH BROWN,Liana forest,-9999,Logging,Selective logging,-9999,-9999,-9999
1993,9637925,348045,Altamira,A003-93,80-100,-9999,-9999,-9999,-9999,5,0.2,0.1,0.01,0.01,0.32,0.96,0.4,0.4,0.05,0.69,2,6,2,7,6,11,76,2.5YR 4/8,REDDISH BROWN,Liana forest,-9999,Logging,Selective logging,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A004-92,0-20,1.02,-9999,-9999,42.43,4.6,0.7,0.4,0.32,0.04,1.46,8.2,5.9,2.08,0.29,3.55,5,-9999,-9999,2,3,24,71,10YR 4/4,"BROWN, LOTS OF FINE ROOTS",,,,,,,
1992,-9999,-9999,Altamira,A004-92,20-40,1.03,-9999,-9999,44.08,4.8,0.7,0.2,0.19,0.04,1.13,6.6,7.2,2.14,0.29,3.66,3,-9999,-9999,2,2,25,71,10YR 4/4,"BROWN, HEAVY STICKS, CLAY",,,,,,,
1992,-9999,-9999,Altamira,A004-92,40-60,1.14,-9999,-9999,21.43,4.8,0.5,0.2,0.09,0.04,0.83,3.5,8.5,0.94,0.22,1.6,6,-9999,-9999,2,2,25,76,7.5YR 4/2,"HEAVY STICKS, CLAY W/ REDDISH MOTTLING",,,,,,,
1992,-9999,-9999,Altamira,A004-92,60-80,-9999,-9999,-9999,-9999,4.9,0.3,0.2,0.06,0.04,0.6,3.2,8.5,1.39,0.22,2.38,2,-9999,-9999,2,2,20,76,7.5YR 5/3,GRAYER W/ REDDISH MOTTLING,,,,,,,
1992,-9999,-9999,Altamira,A004-92,80-100,-9999,-9999,-9999,-9999,4.9,0.3,0.2,0.06,0.04,0.6,3.6,8.1,0.96,0.22,1.65,1,-9999,-9999,0,2,22,79,7.5YR 5/2,"""""GRAYER,?W/REDDISHMOTTLING""""",,,,,,,
1993,9656979,347816,Altamira,A004-93,0-20,-9999,-9999,-9999,-9999,5.1,1.8,0.9,0.09,0.01,2.8,1.47,0.3,1.38,0.15,2.38,3,36,7,14,18,12,56,10R 3/4,DARK RED,SS 1,3,Swidden agriculture/pasture,1987-forest; 1988-crop. 1989-pasture; 1990-fallow,-9999,-9999,-9999
1993,9656979,347816,Altamira,A004-93,20-40,-9999,-9999,-9999,-9999,5.3,0.6,0.5,0.03,0.01,1.14,0.62,0.3,0.69,0.07,1.19,2,14,4,9,13,12,66,10R 3/4,DARK RED,SS 1,3,Swidden agriculture/pasture,1987-forest; 1988-crop. 1989-pasture; 1990-fallow,-9999,-9999,-9999
1993,9656979,347816,Altamira,A004-93,40-60,-9999,-9999,-9999,-9999,5.2,0.4,0.3,0.01,0.01,0.72,0.63,0.3,0.54,0.05,0.94,1,7,3,7,10,13,70,10R 4/6,RED,SS 1,3,Swidden agriculture/pasture,1987-forest; 1988-crop. 1989-pasture; 1990-fallow,-9999,-9999,-9999
1993,9656979,347816,Altamira,A004-93,60-80,-9999,-9999,-9999,-9999,5.3,0.3,0.2,0.01,0.01,0.52,0.46,0.4,0.36,0.04,0.63,1,6,2,7,10,13,70,2.5YR 3/6,DARK REDDISH BROWN,SS 1,3,Swidden agriculture/pasture,1987-forest; 1988-crop. 1989-pasture; 1990-fallow,-9999,-9999,-9999
1993,9656979,347816,Altamira,A004-93,80-100,-9999,-9999,-9999,-9999,5.3,0.3,0.3,0.01,0.01,0.62,0.63,0.5,0.25,0.03,0.44,2,6,2,7,10,13,70,2.5YR 3/6,DARK REDDISH BROWN,SS 1,3,Swidden agriculture/pasture,1987-forest; 1988-crop. 1989-pasture; 1990-fallow,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A005-92,0-20,1.13,-9999,-9999,14.46,5.5,6.2,1.3,0.11,0.02,7.63,2.7,0,0.64,0.29,1.11,1,-9999,-9999,5,13,42,40,2.5YR 3/4,DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A005-92,20-40,1.35,-9999,-9999,24.84,5.8,4,0.5,0.06,0.02,4.58,2.1,0,0.92,0.22,1.58,1,-9999,-9999,1,11,29,59,2.5YR 3/4,DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A005-92,40-60,1.36,-9999,-9999,21.76,5.8,3.5,0.7,0.06,0.01,4.27,1.5,0,0.8,0.22,1.37,1,-9999,-9999,4,6,27,63,2.5YR 3/4,DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A005-92,60-80,-9999,-9999,-9999,-9999,6.1,3.4,0.5,0.04,0.01,3.95,1.5,0,0.49,0.22,0.84,1,-9999,-9999,4,10,34,52,2.5YR 3/4,DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A005-92,80-100,-9999,-9999,-9999,-9999,6.1,2.7,0.7,0.04,0.01,3.45,1.2,0,0.56,0.15,0.97,1,-9999,-9999,5,14,20,61,2.5YR 3/4,DARK REDDISH BROWN,,,,,,,
1993,9637829,345304,Altamira,A005-93,0-20,-9999,-9999,-9999,-9999,6,3.3,0.9,0.08,0.01,4.3,1.15,0,1.01,0.14,1.73,2,35,6,19,12,17,52,2.5YR 4/6,REDDISH BROWN,SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1976-fallow; 1983-crop; 1984-fallow,-9999,-9999,-9999
1993,9637829,345304,Altamira,A005-93,20-40,-9999,-9999,-9999,-9999,5.3,1.6,0.2,0.02,0.01,1.83,1.15,0.1,0.61,0.08,1.05,1,9,3,16,11,13,60,2.5YR 3/6,DARK REDDISH BROWN,SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1976-fallow; 1983-crop; 1984-fallow,-9999,-9999,-9999
1993,9637829,345304,Altamira,A005-93,40-60,-9999,-9999,-9999,-9999,5.3,0.5,0.4,0.01,0.01,0.92,0.82,0.1,0.58,0.06,0.99,1,6,4,14,10,10,66,2.5YR 4/6,REDDISH BROWN,SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1976-fallow; 1983-crop; 1984-fallow,-9999,-9999,-9999
1993,9637829,345304,Altamira,A005-93,60-80,-9999,-9999,-9999,-9999,5.3,0.6,0.4,0.01,0.01,1.02,0.82,0,0.5,0.05,0.87,1,6,4,12,8,12,68,2.5YR 4/6,REDDISH BROWN,SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1976-fallow; 1983-crop; 1984-fallow,-9999,-9999,-9999
1993,9637829,345304,Altamira,A005-93,80-100,-9999,-9999,-9999,-9999,5.6,0.5,0.4,0.01,0.01,0.91,0.49,0,0.32,0.03,0.56,1,3,3,12,8,12,68,2.5YR 3/6,DARK REDDISH BROWN,SS 2,9,Swidden agriculture/pasture,1971-forest; 1972-pasture; 1976-fallow; 1983-crop; 1984-fallow,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A006-92,0-20,1.42,-9999,-9999,43.73,4.2,0.9,1,0.2,0.03,2.13,11.1,6.9,1.54,0.37,2.63,2,-9999,-9999,5,2,39,54,7.5 YR 4/3,BROWN,,,,,,,
1992,-9999,-9999,Altamira,A006-92,20-40,1.3,-9999,-9999,61.88,4.5,0.5,0.3,0.21,0.03,1.04,8.6,7.9,2.38,0.29,4.07,1,-9999,-9999,2,2,31,65,7.5YR 3/2,BROWNISH BLACK,,,,,,,
1992,-9999,-9999,Altamira,A006-92,40-60,1.21,-9999,-9999,37.26,4.6,0.4,0.2,0.15,0.03,0.78,7.2,6.3,1.54,0.29,2.63,1,-9999,-9999,3,3,56,61,7.5YR 3/2,BROWNISH BLACK,,,,,,,
1992,-9999,-9999,Altamira,A006-92,60-80,-9999,-9999,-9999,-9999,4.7,0.3,0.2,0.12,0.03,0.65,6.8,8.2,1.32,0.22,2.26,1,-9999,-9999,1,3,36,60,7.5YR 3/1,BROWNISH BLACK,,,,,,,
1992,-9999,-9999,Altamira,A006-92,80-100,-9999,-9999,-9999,-9999,4.8,0.3,0.2,0.11,0.03,0.64,2.8,8.3,1.31,0.22,2.24,1,-9999,-9999,11,6,33,50,7.5YR 3/2,BROWNISH BLACK,,,,,,,
1993,9640472,338003,Altamira,A006-93,0-20,1.06,-9999,-9999,42.82,4.2,0.3,0.3,0.04,0.01,0.66,3.32,3.2,2.02,0.15,3.47,1,19,5,11,10,17,62,2.5YR 4/6,REDDISH BROWN,SS 2,7,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-fallow; 1984-crop; 1985-pasture; 1986-fallow,-9999,-9999,-9999
1993,9640472,338003,Altamira,A006-93,20-40,1.06,-9999,-9999,32.01,4.2,0.2,0.3,0.04,0.01,0.55,2.82,4.2,1.51,0.12,2.6,1,16,5,9,8,15,68,2.5YR 4/8,REDDISH BROWN,SS 2,7,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-fallow; 1984-crop; 1985-pasture; 1986-fallow,-9999,-9999,-9999
1993,9640472,338003,Altamira,A006-93,40-60,1.36,-9999,-9999,17.68,4.4,0.3,0,0.03,0.01,0.35,2.54,3.2,0.65,0.09,1.11,1,14,7,16,11,19,54,2.5YR 4/4,DULL REDDISH BROWN,SS 2,7,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-fallow; 1984-crop; 1985-pasture; 1986-fallow,-9999,-9999,-9999
1993,9640472,338003,Altamira,A006-93,60-80,-9999,-9999,-9999,-9999,4.7,0.2,0,0.03,0.01,0.24,1.4,2.4,0.58,0.05,0.99,1,13,6,20,15,21,44,2.5YR 5/6,BRIGHT BROWN,SS 2,7,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-fallow; 1984-crop; 1985-pasture; 1986-fallow,-9999,-9999,-9999
1993,9640472,338003,Altamira,A006-93,80-100,-9999,-9999,-9999,-9999,4.7,0.2,0,0.03,0.01,0.24,1.4,2.4,0.36,0.05,0.62,1,13,5,16,11,19,54,2.5YR 5/6,BRIGHT BROWN,SS 2,7,Swidden agriculture/pasture,1971-forest; 1972-crop; 1973-fallow; 1984-crop; 1985-pasture; 1986-fallow,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A007-92,0-20,-9999,-9999,-9999,-9999,4.7,0.9,0.4,0.08,0.02,1.4,4.1,1.9,1.58,0.22,2.71,2,-9999,-9999,34,16,19,31,10YR 5/4,"DULL YELLOWISH BROWN, SAND, TEXTURE, FINE ROOTS",,,,,,,
1993,9639515,338597,Altamira,A007-93,0-20,-9999,-9999,-9999,-9999,6.2,4.6,0.8,0.07,0.01,5.49,0.49,0,1.15,0.1,1.98,5,30,6,46,16,16,22,5YR 3/4,DARK REDDISH BROWN,SS 2,8,Swidden agriculture/agroforestry,1976-forest; 1978-crop; 1984-cacao;1985-fallow,-9999,-9999,-9999
1993,9639515,338597,Altamira,A007-93,20-40,1.4,-9999,-9999,14,6.4,2.8,0.8,0.03,0.01,3.64,0.49,0,0.5,0.07,0.87,2,13,3,40,16,18,26,5YR 3/4,DARK REDDISH BROWN,SS 2,8,Swidden agriculture/agroforestry,1976-forest; 1978-crop; 1984-cacao;1985-fallow,-9999,-9999,-9999
1993,9639515,338597,Altamira,A007-93,40-60,1.38,-9999,-9999,10.21,6.4,2,0.3,0.02,0.01,2.33,0.49,0,0.37,0.05,0.68,1,9,3,36,16,12,36,2.5YR 3/4,DARK REDDISH BROWN,SS 2,8,Swidden agriculture/agroforestry,1976-forest; 1978-crop; 1984-cacao;1985-fallow,-9999,-9999,-9999
1993,9639515,338597,Altamira,A007-93,60-80,-9999,-9999,-9999,-9999,5.5,1.1,0.8,0.01,0.01,1.92,0.49,0.1,0.32,0.03,0.56,1,6,2,27,15,12,46,2.5YR 4/6,REDDISH BROWN,SS 2,8,Swidden agriculture/agroforestry,1976-forest; 1978-crop; 1984-cacao;1985-fallow,-9999,-9999,-9999
1993,9639515,338597,Altamira,A007-93,80-100,-9999,-9999,-9999,-9999,6,1.3,0.8,0.01,0.01,2.12,0.16,0,0.22,0.04,0.37,1,6,2,29,15,14,42,2.5YR 3/6,DARK REDDISH BROWN,SS 2,8,Swidden agriculture/agroforestry,1976-forest; 1978-crop; 1984-cacao;1985-fallow,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A008-92,0-20,-9999,-9999,-9999,-9999,4.6,1.3,0.7,0.14,0.04,2.18,6.4,5.6,1.09,0.37,1.87,2,-9999,-9999,5,4,39,52,10YR 3/3,"DARK BROWN, GRANULAR SAND STRUCTURE",,,,,,,
1993,9639615,344579,Altamira,A008-93,0-20,1.18,-9999,-9999,39.17,5.8,3,0.7,0.08,0.01,3.79,1.65,0,1.66,0.16,2.85,2,33,4,17,20,21,42,10R 3/4,DARK RED,Upland forest,-9999,No use reported,No data reported,-9999,-9999,-9999
1993,9639615,344579,Altamira,A008-93,20-40,1.26,-9999,-9999,25.45,5.6,1.7,0.5,0.03,0.01,2.24,0.99,0,1.01,0.1,1.73,1,14,3,14,17,19,50,10R 3/4,DARK RED,Upland forest,-9999,No use reported,No data reported,-9999,-9999,-9999
1993,9639615,344579,Altamira,A008-93,40-60,1.28,-9999,-9999,16.64,5.8,1.6,0.4,0.01,0.01,2.02,0.49,0,0.65,0.06,1.11,1,7,2,10,13,21,56,2.5YR 3/6,"DARK REDDISH BROWN, MOTTLED CLAY, LIGHTER COLOR",Upland forest,-9999,No use reported,No data reported,-9999,-9999,-9999
1993,9639615,344579,Altamira,A008-93,60-80,-9999,-9999,-9999,-9999,5.8,1.4,0.4,0.01,0.01,1.82,0.49,0.1,0.47,0.05,0.8,1,6,2,10,10,20,60,2.5YR 3/6,"DARK REDDISH BROWN, MOTTLED CLAY, LIGHTER COLOR",Upland forest,-9999,No use reported,No data reported,-9999,-9999,-9999
1993,9639615,344579,Altamira,A008-93,80-100,-9999,-9999,-9999,-9999,5.8,1.3,0.5,0.02,0.01,1.83,0.49,0,0.37,0.04,0.68,1,9,3,10,11,21,58,2.5YR 3/6,"""""DARKREDDISHBROWN,MOTTLEDCLAY,LIGHTERCOLOR""""",Upland forest,-9999,No use reported,No data reported,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A009-92,0-20,1.2,-9999,-9999,27.84,5.9,5.7,0.8,0.08,0.01,6.59,2.1,0,1.16,0.22,1.99,2,-9999,-9999,7,16,30,47,2.5YR 2/4,VERY DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A009-92,20-40,1.35,-9999,-9999,28.08,6,3.2,0.8,0.1,0.01,4.11,3.2,0.1,1.04,0.22,1.79,1,-9999,-9999,2,15,29,54,2.5YR 2/4,VERY DARK REDDISH BROWN,,,,,,,
1993,9636547,338213,Altamira,A009-93,0-20,1.6,-9999,-9999,41.6,6.2,4.5,0.5,0.13,0.01,5.15,0.82,0,1.3,0.13,2.23,3,54,6,23,12,17,48,5YR 4/4,"DULL REDDISH BROWN, SOME CHARCOAL AND SMALL ROCKS",SS 1,2,Swidden agriculture/pasture,1987-forest; 1989-pasture; 1991-fallow,-9999,-9999,-9999
1993,9636547,338213,Altamira,A009-93,20-40,1.53,-9999,-9999,28.76,6.4,3.1,0.5,0.05,0.01,3.66,0.82,0,0.94,0.09,1.61,2,23,3,20,10,20,50,5YR 4/4,"DULL REDDISH BROWN, PINK STONES PRESNENT, SOME CHARCOAL",SS 1,2,Swidden agriculture/pasture,1987-forest; 1989-pasture; 1991-fallow,-9999,-9999,-9999
1993,9636547,338213,Altamira,A009-93,40-60,1.38,-9999,-9999,12.97,6.4,2.6,0.9,0.05,0.01,3.56,0.82,0,0.47,0.07,0.8,2,22,3,14,7,17,62,2.5YR 4/8,"REDDISH BROWN, SMALL PINK ROCKS",SS 1,2,Swidden agriculture/pasture,1987-forest; 1989-pasture; 1991-fallow,-9999,-9999,-9999
1993,9636547,338213,Altamira,A009-93,60-80,-9999,-9999,-9999,-9999,5.6,1.4,0.9,0.05,0.01,2.36,0.31,0.1,0.37,0.05,0.68,2,22,3,12,5,17,66,2.5YR 4/8,"REDDISH BROWN, SMALL PINK ROCKS",SS 1,2,Swidden agriculture/pasture,1987-forest; 1989-pasture; 1991-fallow,-9999,-9999,-9999
1993,9636547,338213,Altamira,A009-93,80-100,-9999,-9999,-9999,-9999,5.8,1,0.9,0.04,0.01,1.95,0.46,0.2,0.32,0.04,0.56,2,19,3,14,5,17,64,2.5YR 4/8,"""""REDDISHBROWN,SMALLPINKROCKS""""",SS 1,2,Swidden agriculture/pasture,1987-forest; 1989-pasture; 1991-fallow,-9999,-9999,-9999
1992,9612747,274083,Altamira,A010-92,0-20,1.56,-9999,-9999,40.56,5.8,3.2,0.9,0.1,0.01,4.21,2.4,0,1.3,0.22,2.22,1,-9999,-9999,16,14,17,53,2.5YR 3/6,DARK REDDISH BROWN,SS 1,1,Swidden agriculture,1973-forest; 1974-crop; 1976-fallow; 1982-crop; 1984-fallow; 1990-crop; 1991-fallow,-9999,-9999,-9999
1992,9612747,274083,Altamira,A010-92,20-40,1.13,-9999,-9999,15.14,5.2,1,0.7,0.04,0.01,1.75,2,0.1,0.67,0.15,1.15,1,-9999,-9999,10,11,36,43,2.5YR 4/8,REDDISH BROWN,SS 1,1,Swidden agriculture,1973-forest; 1974-crop; 1976-fallow; 1982-crop; 1984-fallow; 1990-crop; 1991-fallow,-9999,-9999,-9999
1992,9612747,274083,Altamira,A010-92,40-60,1.21,-9999,-9999,13.55,5.2,1,0.8,0.03,0.01,1.84,1.9,0.2,0.56,0.15,0.97,1,-9999,-9999,10,10,17,63,2.5YR 4/8,REDDISH BROWN,SS 1,1,Swidden agriculture,1973-forest; 1974-crop; 1976-fallow; 1982-crop; 1984-fallow; 1990-crop; 1991-fallow,-9999,-9999,-9999
1992,9612747,274083,Altamira,A010-92,60-80,-9999,-9999,-9999,-9999,5.1,1,0.4,0.04,0.01,1.45,1.6,0.2,0.68,0.15,1.17,1,-9999,-9999,5,12,14,69,2.5YR 4/8,REDDISH BROWN,SS 1,1,Swidden agriculture,1973-forest; 1974-crop; 1976-fallow; 1982-crop; 1984-fallow; 1990-crop; 1991-fallow,-9999,-9999,-9999
1992,9612747,274083,Altamira,A010-92,80-100,-9999,-9999,-9999,-9999,5.2,0.5,0.4,0.03,0.01,0.94,1.9,0.2,0.2,0.15,0.35,1,-9999,-9999,8,12,22,58,2.5YR 4/8,REDDISH BROWN,SS 1,1,Swidden agriculture,1973-forest; 1974-crop; 1976-fallow; 1982-crop; 1984-fallow; 1990-crop; 1991-fallow,-9999,-9999,-9999
1993,9636999,344713,Altamira,A010-93,0-20,-9999,-9999,-9999,-9999,6,4,0.6,0.05,0.01,4.65,0.46,0,1.15,0.12,1.98,1,20,3,20,19,19,42,10R 3/4,DARK RED,SS 1,2,Swidden agriculture,1989-forest; 1990-crop; 1991-fallow,-9999,-9999,-9999
1993,9636999,344713,Altamira,A010-93,20-40,-9999,-9999,-9999,-9999,6.3,2.7,0.5,0.02,0.01,3.23,0.16,0,0.86,0.08,1.47,1,9,3,20,17,19,44,10R 3/6,DARK RED,SS 1,2,Swidden agriculture,1989-forest; 1990-crop; 1991-fallow,-9999,-9999,-9999
1993,9636999,344713,Altamira,A010-93,40-60,-9999,-9999,-9999,-9999,6.5,2.4,0.4,0.01,0.01,2.82,0.16,0,0.58,0.05,0.99,1,6,2,17,15,14,54,2.5YR 3/4,DARK REDDISH BROWN,SS 1,2,Swidden agriculture,1989-forest; 1990-crop; 1991-fallow,-9999,-9999,-9999
1993,9636999,344713,Altamira,A010-93,60-80,-9999,-9999,-9999,-9999,6.6,2.2,0.4,0.01,0.01,2.61,0,0,0.43,0.05,0.74,1,4,2,14,13,15,58,2.5YR 3/6,DARK REDDISH BROWN,SS 1,2,Swidden agriculture,1989-forest; 1990-crop; 1991-fallow,-9999,-9999,-9999
1993,9636999,344713,Altamira,A010-93,80-100,-9999,-9999,-9999,-9999,6.6,1.9,0.4,0.01,0.01,2.31,0,0,0.36,0.04,0.62,1,4,2,12,12,18,58,2.5YR 3/6,DARK REDDISH BROWN,SS 1,2,Swidden agriculture,1989-forest; 1990-crop; 1991-fallow,-9999,-9999,-9999
1992,-9999,-9999,Altamira,A011-92,0-20,1.42,-9999,-9999,32.94,5.2,2.5,0.3,0.05,0.01,3.36,3,0,1.16,0.22,1.99,1,-9999,-9999,15,19,12,54,2.5YR 3/6,DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A011-92,20-40,1.33,-9999,-9999,26.06,5.5,1.4,0.5,0.02,0.01,1.93,2.1,0,0.98,0.22,1.68,1,-9999,-9999,10,10,16,64,2.5YR 3/6,DARK REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A011-92,40-60,1.26,-9999,-9999,18.64,5.5,1.2,0.7,0.01,0.01,1.92,1.5,0,0.74,0.15,1.27,1,-9999,-9999,7,8,19,66,2.5YR 4/8,REDDISH BROWN,,,,,,,
1992,-9999,-9999,Altamira,A011-92,60-80,-9999,-9999,-9999,-9999,5.6,1.1,0.7,0.02,0.01,1.83,1.2,0,0.56,0.15,0.97,1,-9999,-9999,9,12,9,70,2.5YR 4/8,REDDISH BROWN,,,,,,,
