Sample_year,Latitude,Longitude,Location,Sample_ID,Sample_depth,Bulk_dens_rep1,Bulk_dens_rep2,Bulk_dens_rep3,C_ton_ha,pH,Ca_MEQ_100g,Mg_MEQ_100g,K_MEQ_100g,Na_MEQ_100g,S_MEQ_100g,H_MEQ_100g,Al_MEQ_100g,C_perc,N_perc,OM_perc,P_ppm,K_ppm,Na_ppm,Sand_CoarsePart,Sand_FinePart,Silt,Tot_clay,SoilColor,SoilColorObs,LC_type,LC_age,LU_type,LULC_hist,Man_mec_ag,Num_burn,Fert_use
1994,9736470,805050,Tome-Acu,T003-94,20-40,-9999,-9999,-9999,-9999,5,0.8,0.3,0.09,-9999,-9999,-9999,0.7,0.9,-9999,1.55,1,-9999,-9999,20,21,16,43,10yr 5/8,"yellowish brown, laterite concretion",SS 1,1,"Cleared, logging","1950-forest; late 1960-logging; 1990-cl, burn, 1993-burned, fallow",Manual,1,no
1994,9736470,805050,Tome-Acu,T003-94,40-60,-9999,-9999,-9999,-9999,4.9,0.3,0.1,0.01,-9999,-9999,-9999,1,0.59,-9999,1.02,1,-9999,-9999,31,15,1,55,7.5yr 5/8,"bright brown, laterite concretion",SS 1,1,"Cleared, logging","1950-forest; late 1960-logging; 1990-cl, burn, 1993-burned, fallow",Manual,1,no
1994,9736470,805050,Tome-Acu,T003-94,60-80,-9999,-9999,-9999,-9999,4.8,0.2,0.1,0.01,-9999,-9999,-9999,1.2,0.47,-9999,0.81,1,-9999,-9999,12,13,9,66,7.5yr 5/8,"bright brown, laterite concretion",SS 1,1,"Cleared, logging","1950-forest; late 1960-logging; 1990-cl, burn, 1993-burned, fallow",Manual,1,no
1994,9736470,805050,Tome-Acu,T003-94,80-100,-9999,-9999,-9999,-9999,5,0.2,0.1,0.01,-9999,-9999,-9999,0.9,0.31,-9999,0.53,1,-9999,-9999,14,16,57,13,7.5yr 5/8,"bright brown, laterite concretion",SS 1,1,"Cleared, logging","1950-forest; late 1960-logging; 1990-cl, burn, 1993-burned, fallow",Manual,1,no
1994,-9999,-9999,Tome-Acu,T004-94,0-20,-9999,-9999,-9999,-9999,4.6,0.6,0.3,0.03,-9999,-9999,-9999,1,1.36,-9999,2.34,12,-9999,-9999,23,22,39,38,10yr 6/2,grayish yellow brown,,,,,,,
1994,-9999,-9999,Tome-Acu,T004-94,20-40,-9999,-9999,-9999,-9999,4.8,0.4,0.1,0.02,-9999,-9999,-9999,1.2,0.53,-9999,0.91,9,-9999,-9999,19,21,9,51,10yr 7/1,light gray,,,,,,,
1994,-9999,-9999,Tome-Acu,T004-94,40-60,-9999,-9999,-9999,-9999,4.8,0.4,0.1,0.01,-9999,-9999,-9999,1.1,0.72,-9999,1.24,8,-9999,-9999,20,21,11,48,10yr 7/1,light gray,,,,,,,
1994,-9999,-9999,Tome-Acu,T004-94,60-80,-9999,-9999,-9999,-9999,4.9,0.4,0.1,0.01,-9999,-9999,-9999,1,0.57,-9999,0.98,9,-9999,-9999,22,22,11,45,10yr 7/1,light gray,,,,,,,
1994,-9999,-9999,Tome-Acu,T004-94,80-100,-9999,-9999,-9999,-9999,5.4,0.3,0.1,0.01,-9999,-9999,-9999,1,0.81,-9999,1.4,1,-9999,-9999,3,7,10,80,10yr 7/1,light gray,,,,,,,
1994,9736289,807397,Tome-Acu,T005-94,0-20,1.37,-9999,-9999,-9999,5.3,1.6,0.2,0.03,-9999,-9999,-9999,0.3,0.68,-9999,1.17,1,-9999,-9999,36,26,1,37,10yr 5/6,yellowish brown,SS 1,5,Swidden agriculture,1982-rice; 1983-maracuja; 1986-maracuja; 1989-fallow,Mech,1,yes
1994,9736289,807397,Tome-Acu,T005-94,20-40,-9999,-9999,-9999,-9999,5.5,1.6,0.2,0.01,-9999,-9999,-9999,0.2,0.73,-9999,1.26,1,-9999,-9999,29,21,5,45,10yr 5/6,yellowish brown,SS 1,5,Swidden agriculture,1982-rice; 1983-maracuja; 1986-maracuja; 1989-fallow,Mech,1,yes
1994,9736289,807397,Tome-Acu,T005-94,40-60,-9999,-9999,-9999,-9999,5.7,2.5,0.2,0.01,-9999,-9999,-9999,0,0.39,-9999,2.4,1,-9999,-9999,36,18,2,44,10yr 5/6,"yellowish brown, with black and laterite concretions",SS 1,5,Swidden agriculture,1982-rice; 1983-maracuja; 1986-maracuja; 1989-fallow,Mech,1,yes
1994,9736289,807397,Tome-Acu,T005-94,60-80,-9999,-9999,-9999,-9999,5.5,1.5,0.2,0.01,-9999,-9999,-9999,0,0.5,-9999,0.86,1,-9999,-9999,29,22,5,44,10yr 5/6,"yellowish brown, 40% lateritic concretions 2.5yr 3/6 dark reddish brown",SS 1,5,Swidden agriculture,1982-rice; 1983-maracuja; 1986-maracuja; 1989-fallow,Mech,1,yes
1994,9736289,807397,Tome-Acu,T005-94,80-100,-9999,-9999,-9999,-9999,5.6,1.5,0.2,0.01,-9999,-9999,-9999,0,0.3,-9999,0.52,1,-9999,-9999,32,20,11,37,10yr 5/6,"yellowish brown, 40% lateritic concretions 2.5yr 3/6 dark reddish brown",SS 1,5,Swidden agriculture,1982-rice; 1983-maracuja; 1986-maracuja; 1989-fallow,Mech,1,yes
1995,9723454,800894,Tome-Acu,T010-95,0-20,1.5,-9999,20,-9999,5,1.2,0.5,0.05,-9999,-9999,-9999,0.5,1.34,0.08,2.3,1,-9999,-9999,40,22,12,26,10yr 4/3,"brown, wet soil",SS 2,9,Swidden agriculture,No agriculture;1970-cut/burn/fallow; 1986-cut/burn/fallow,Mechanized,1,yes
1995,9723454,800894,Tome-Acu,T010-95,20-40,1.44,-9999,9,-9999,5,0.8,0.2,0.02,-9999,-9999,-9999,0.5,0.61,0.05,1.04,1,-9999,-9999,31,22,7,40,10yr 5/6,yellowish brown,SS 2,9,Swidden agriculture,No agriculture;1970-cut/burn/fallow; 1986-cut/burn/fallow,Mechanized,1,yes
1995,9723454,800894,Tome-Acu,T010-95,40-60,1.3,-9999,9,-9999,5.1,0.8,0.3,0.02,-9999,-9999,-9999,0.5,0.47,0.04,0.8,1,-9999,-9999,30,22,8,40,10yr 5/6,yellowish brown,SS 2,9,Swidden agriculture,No agriculture;1970-cut/burn/fallow; 1986-cut/burn/fallow,Mechanized,1,yes
1995,9723454,800894,Tome-Acu,T010-95,60-80,-9999,-9999,6,-9999,5.2,0.9,0.3,0.01,-9999,-9999,-9999,0.4,0.47,0.04,0.8,1,-9999,-9999,33,21,8,38,10yr 5/6,yellowish brown,SS 2,9,Swidden agriculture,No agriculture;1970-cut/burn/fallow; 1986-cut/burn/fallow,Mechanized,1,yes
1995,9723454,800894,Tome-Acu,T010-95,80-100,-9999,-9999,5,-9999,5.3,0.8,0.1,0.01,-9999,-9999,-9999,0.2,0.42,0.04,0.72,1,-9999,-9999,32,11,10,36,10yr 5/6,yellowish brown,SS 2,9,Swidden agriculture,No agriculture;1970-cut/burn/fallow; 1986-cut/burn/fallow,Mechanized,1,yes
1995,9702501,794985,Tome-Acu,T011-95,0-20,1.46,-9999,56,-9999,5,1.9,0.9,0.14,-9999,-9999,-9999,0.4,2.02,0.11,3.47,4,-9999,-9999,34,23,11,32,10yr 4/2,dark grayish brown,SS 1,5,Swidden agriculture,1983-black pepper; 1990-fallow,Manual,1,yes
1995,9702501,794985,Tome-Acu,T011-95,20-40,1,-9999,16,-9999,4.5,0.5,0.4,0.04,-9999,-9999,-9999,1.2,0.71,0.05,1.22,1,-9999,-9999,22,19,7,52,10yr 5/6,yellowish brown,SS 1,5,Swidden agriculture,1983-black pepper; 1990-fallow,Manual,1,yes
1995,9702501,794985,Tome-Acu,T011-95,40-60,1.23,-9999,16,-9999,4.5,0.4,0.2,0.04,-9999,-9999,-9999,1.1,0.49,0.04,0.84,1,-9999,-9999,22,18,8,52,10yr 5/6,yellowish brown,SS 1,5,Swidden agriculture,1983-black pepper; 1990-fallow,Manual,1,yes
1995,9702501,794985,Tome-Acu,T011-95,60-80,-9999,-9999,12,-9999,4.5,0.3,0.2,0.03,-9999,-9999,-9999,1,0.35,0.03,0.6,1,-9999,-9999,16,53,7,24,10yr 5/8,yellowish brown,SS 1,5,Swidden agriculture,1983-black pepper; 1990-fallow,Manual,1,yes
1995,9702501,794985,Tome-Acu,T011-95,80-100,-9999,-9999,8,-9999,4.5,0.3,0.3,0.02,-9999,-9999,-9999,1,0.38,0.04,0.65,1,-9999,-9999,18,50,12,20,10yr 5/8,yellowish brown,SS 1,5,Swidden agriculture,1983-black pepper; 1990-fallow,Manual,1,yes
1995,-9999,-9999,Tome-Acu,T012+95,0-20,0.74,1.26,17,-9999,5.3,1.4,0.5,0.04,-9999,-9999,-9999,0.2,1.05,0.07,1.8,1,-9999,-9999,40,22,12,26,10yr 4/4,dark yellowish brown,,,,,,,
1995,-9999,-9999,Tome-Acu,T012+95,20-40,1.57,1.6,9,-9999,4.8,0.5,0.2,0.02,-9999,-9999,-9999,0.7,0.6,0.06,1.03,1,-9999,-9999,31,22,7,40,10yr 5/6,yellowish brown,,,,,,,
1995,-9999,-9999,Tome-Acu,T012+95,40-60,1.57,1.46,6,-9999,4.8,0.3,0.1,0.01,-9999,-9999,-9999,0.8,0.5,0.04,0.86,1,-9999,-9999,30,22,8,40,10yr 5/6,yellowish brown,,,,,,,
1995,-9999,-9999,Tome-Acu,T012+95,60-80,-9999,-9999,9,-9999,4.9,0.3,0.2,0.02,-9999,-9999,-9999,0.8,0.44,0.04,0.75,1,-9999,-9999,33,21,8,38,10yr 6/6,"brownish yellow, very wet soil",,,,,,,
1995,-9999,-9999,Tome-Acu,T012+95,80-100,-9999,-9999,6,-9999,5,0.3,0.3,0.01,-9999,-9999,-9999,0.7,0.3,0.03,0.51,1,-9999,-9999,32,22,10,36,10yr 5/6,yellowish brown,,,,,,,
1995,9708215,790747,Tome-Acu,T012-95,0-20,1.28,-9999,28,-9999,4.2,0.2,0.2,0.07,-9999,-9999,-9999,1.6,2.24,0.15,3.85,1,-9999,-9999,43,28,21,8,10yr 4/4,dark yellowish brown,Upland forest,-9999,Logging,>30 years-logging,Manual,-9999,yes
1995,9708215,790747,Tome-Acu,T012-95,20-40,1.53,-9999,11,-9999,4.3,0.3,0.3,0.02,-9999,-9999,-9999,1.6,1.15,0.09,1.97,1,-9999,-9999,35,27,28,10,10yr 5/6,yellowisk brown,Upland forest,-9999,Logging,>30 years-logging,Manual,-9999,yes
1995,9708215,790747,Tome-Acu,T012-95,40-60,1.6,-9999,6,-9999,4.3,0.2,0.2,0.01,-9999,-9999,-9999,1.7,0.71,0.06,1.22,1,-9999,-9999,34,25,19,22,5yr 5/6,yellowish red,Upland forest,-9999,Logging,>30 years-logging,Manual,-9999,yes
1995,9708215,790747,Tome-Acu,T012-95,60-80,-9999,-9999,3,-9999,4.5,0.3,0.2,0.01,-9999,-9999,-9999,1.4,0.53,0.05,0.91,1,-9999,-9999,33,24,17,26,5yr 5/6,yellowish red,Upland forest,-9999,Logging,>30 years-logging,Manual,-9999,yes
1995,9708215,790747,Tome-Acu,T012-95,80-100,-9999,-9999,3,-9999,4.5,0.2,0.2,0.01,-9999,-9999,-9999,1.3,0.5,0.04,0.86,1,-9999,-9999,33,23,18,26,5yr 5/6,"yellowish red, motted with 10yr 6/6 (brownish yellow)",Upland forest,-9999,Logging,>30 years-logging,Manual,-9999,yes
1995,9730847,804119,Tome-Acu,T013-95,0-20,1.4,-9999,28,-9999,5.1,1.7,0.4,0.07,-9999,-9999,-9999,0.3,1.26,0.07,2.16,1,-9999,-9999,34,23,11,32,10yr 4/3,brown,SS 3,17,Swidden agriculture,1945-cut/burn/fallow; 1972-black pepper; 1978-fallow,Mechanized,1,yes
1995,9730847,804119,Tome-Acu,T013-95,20-40,1.37,-9999,14,-9999,4.6,0.4,0.4,0.03,-9999,-9999,-9999,0.8,0.6,0.05,1.03,1,-9999,-9999,22,19,7,52,10yr 5/6,yellowish brown,SS 3,17,Swidden agriculture,1945-cut/burn/fallow; 1972-black pepper; 1978-fallow,Mechanized,1,yes
1995,9730847,804119,Tome-Acu,T013-95,40-60,1.43,-9999,9,-9999,4.6,0.4,0.4,0.02,-9999,-9999,-9999,0.9,0.48,0.05,0.82,1,-9999,-9999,22,18,8,52,10yr 5/6,yellowish brown,SS 3,17,Swidden agriculture,1945-cut/burn/fallow; 1972-black pepper; 1978-fallow,Mechanized,1,yes
1995,9730847,804119,Tome-Acu,T013-95,60-80,-9999,-9999,8,-9999,4.5,0.4,0.3,0.02,-9999,-9999,-9999,0.9,0.4,0.04,0.68,1,-9999,-9999,18,27,7,48,10yr 5/6,yellowish brown,SS 3,17,Swidden agriculture,1945-cut/burn/fallow; 1972-black pepper; 1978-fallow,Mechanized,1,yes
1995,9730847,804119,Tome-Acu,T013-95,80-100,-9999,-9999,8,-9999,4.5,0.3,0.2,0.02,-9999,-9999,-9999,1.1,0.39,0.04,0.67,1,-9999,-9999,18,25,7,50,5yr 6/8,reddish yellow,SS 3,17,Swidden agriculture,1945-cut/burn/fallow; 1972-black pepper; 1978-fallow,Mechanized,1,yes
1995,9797983,792876,Tome-Acu,T014-95,0-20,-9999,-9999,23,-9999,4.8,1.5,0.5,0.05,-9999,-9999,-9999,0.7,2.61,0.16,4.48,1,-9999,-9999,30,25,15,30,10yr 3/3,dark brown,SS 2,6,Swidden agriculture,1988-rice; 1989-fallow,Manual,1,no
1995,9797983,792876,Tome-Acu,T014-95,20-40,-9999,-9999,20,-9999,4.8,0.9,0.5,0.05,-9999,-9999,-9999,0.9,1.56,0.1,2.68,1,-9999,-9999,30,22,16,32,7.5yr 4/3,brown,SS 2,6,Swidden agriculture,1988-rice; 1989-fallow,Manual,1,no
1995,9797983,792876,Tome-Acu,T014-95,40-60,-9999,-9999,9,-9999,4.9,0.5,0.4,0.02,-9999,-9999,-9999,0.8,0.84,0.07,1.44,1,-9999,-9999,28,18,14,40,7.5yr 4/3,"brown, motted with 10yr 6/6 (brownish yellow)",SS 2,6,Swidden agriculture,1988-rice; 1989-fallow,Manual,1,no
1995,9797983,792876,Tome-Acu,T014-95,60-80,-9999,-9999,5,-9999,4.8,0.3,0.2,0.01,-9999,-9999,-9999,0.9,0.61,0.05,1.04,1,-9999,-9999,21,18,15,46,10yr 5/6,"yellowsih brown, with rocks of 2.5yr 4/4 (reddish brown)",SS 2,6,Swidden agriculture,1988-rice; 1989-fallow,Manual,1,no
1995,9797983,792876,Tome-Acu,T014-95,80-100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,,-9999,-9999,SS 2,6,Swidden agriculture,1988-rice; 1989-fallow,Manual,1,no
1995,9705508,794737,Tome-Acu,T015-95,0-20,1.3,0.99,34,-9999,5.5,2.7,0.8,0.08,-9999,-9999,-9999,0.1,1.81,0.13,3.11,1,-9999,-9999,20,20,8,52,10yr 3/2,"very dark grayish brown, motted w/10yr 6/4 (light yellowish brown)",SS 2,9,Swidden agriculture,1986-rice; 1986-fallow,Manual,1,no
1995,9705508,794737,Tome-Acu,T015-95,20-40,1.47,1.45,12,-9999,5,0.9,0.3,0.03,-9999,-9999,-9999,0.4,0.82,0.07,1.41,1,-9999,-9999,21,18,17,44,10yr 6/6,"brownish yellow, w/ rocks of 4/3 weak red",SS 2,9,Swidden agriculture,1986-rice; 1986-fallow,Manual,1,no
1995,9705508,794737,Tome-Acu,T015-95,40-60,1.4,1.48,9,-9999,5,0.6,0.3,0.02,-9999,-9999,-9999,0.4,0.63,0.05,1.08,1,-9999,-9999,,,,,10yr 7/6,"yellow w/ rocks 10yr 3/3, dusk red -  also some motting w/ 10 yr 7/8 (yellow)",SS 2,9,Swidden agriculture,1986-rice; 1986-fallow,Manual,1,no
1995,9705508,794737,Tome-Acu,T015-95,60-80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,40,31,9,20,-9999,-9999,SS 2,9,Swidden agriculture,1986-rice; 1986-fallow,Manual,1,no
1995,9705508,794737,Tome-Acu,T015-95,80-100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,35,24,9,32,-9999,-9999,SS 2,9,Swidden agriculture,1986-rice; 1986-fallow,Manual,1,no
1995,9733508,809726,Tome-Acu,T016-95,0-20,1.08,1.22,26,-9999,4.9,0.5,0.4,0.06,-9999,-9999,-9999,0.7,1.19,0.09,2.04,3,-9999,-9999,32,24,8,36,10yr 4/2,"dark grayish brown, also some 10yr 5/6 yellowish brown",SS 3,49,Swidden agriculture,1945-rice; 1945-fallow,Manual,1,no
1995,9733508,809726,Tome-Acu,T016-95,20-40,1.79,1.48,12,-9999,4.8,0.3,0.2,0.03,-9999,-9999,-9999,1,0.69,0.06,1.18,2,-9999,-9999,32,26,8,34,10yr 6/6,brownish yellow,SS 3,49,Swidden agriculture,1945-rice; 1945-fallow,Manual,1,no
1995,9733508,809726,Tome-Acu,T016-95,40-60,1.58,1.43,8,-9999,4.8,0.2,0.1,0.02,-9999,-9999,-9999,1,0.48,0.04,0.82,2,-9999,-9999,-9999,-9999,-9999,,10yr 6/8,brownish yellow,SS 3,49,Swidden agriculture,1945-rice; 1945-fallow,Manual,1,no
1995,9733508,809726,Tome-Acu,T016-95,60-80,-9999,-9999,6,-9999,4.9,0.2,0.2,0.01,-9999,-9999,-9999,0.9,0.42,0.04,0.72,1,-9999,-9999,-9999,-9999,-9999,,10yr 6/8,brownish yellow,SS 3,49,Swidden agriculture,1945-rice; 1945-fallow,Manual,1,no
1995,9733508,809726,Tome-Acu,T016-95,80-100,-9999,-9999,6,-9999,5,0.2,0.1,0.01,-9999,-9999,-9999,0.9,0.35,0.04,0.6,1,-9999,-9999,-9999,-9999,-9999,,10yr 6/8,brownish yellow,SS 3,49,Swidden agriculture,1945-rice; 1945-fallow,Manual,1,no
1994,-9999,-9999,Tome-Acu,TA01-94,0-20,1.61,1.5,-9999,-9999,4.7,0.7,0.3,0.02,-9999,-9999,-9999,0.6,1.15,-9999,1.98,12,-9999,-9999,38,35,7,20,10yr 5/4,dull yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA01-94,20-40,1.54,1.52,-9999,-9999,5.4,0.8,0.5,0.01,-9999,-9999,-9999,0.2,0.42,-9999,0.72,26,-9999,-9999,34,28,5,35,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA01-94,40-60,1.53,1.57,-9999,-9999,5.3,0.8,0.5,0.01,-9999,-9999,-9999,0.2,0.3,-9999,0.52,13,-9999,-9999,34,28,6,32,10yr 6/8,light yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA01-94,60-80,-9999,-9999,-9999,-9999,5.3,0.8,0.2,0.01,-9999,-9999,-9999,0.2,0.29,-9999,0.5,6,-9999,-9999,34,27,8,31,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA01-94,80-100,-9999,-9999,-9999,-9999,5.3,0.8,0.2,0.01,-9999,-9999,-9999,0.2,0.27,-9999,0.46,5,-9999,-9999,37,29,1,35,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA03-94,0-20,-9999,-9999,-9999,-9999,5.2,1.2,0.6,0.01,-9999,-9999,-9999,0.1,0.47,-9999,0.81,8,-9999,-9999,31,26,12,29,10yr 6/4,dull yellow orange,,,,,,,
1994,-9999,-9999,Tome-Acu,TA03-94,20-40,-9999,-9999,-9999,-9999,5.2,1,0.5,0.01,-9999,-9999,-9999,0.2,1.01,-9999,1.74,7,-9999,-9999,30,25,8,37,10yr 6/6,bright yellow orange,,,,,,,
1994,-9999,-9999,Tome-Acu,TA03-94,40-60,-9999,-9999,-9999,-9999,5.1,0.8,0.2,0.01,-9999,-9999,-9999,0.7,0.36,-9999,0.62,4,-9999,-9999,29,23,7,41,10yr 6/6,bright yellow orange,,,,,,,
1994,-9999,-9999,Tome-Acu,TA03-94,60-80,-9999,-9999,-9999,-9999,4.9,0.7,0.3,0.01,-9999,-9999,-9999,0.8,0.22,-9999,0.38,17,-9999,-9999,28,26,8,38,10yr 6/6,bright yellow orange,,,,,,,
1994,-9999,-9999,Tome-Acu,TA03-94,80-100,-9999,-9999,-9999,-9999,4.9,0.4,0.3,0.01,-9999,-9999,-9999,0.7,0.03,-9999,0.05,6,-9999,-9999,29,26,4,41,10yr 6/8,bright yellow orange,,,,,,,
1994,-9999,-9999,Tome-Acu,TA04-94,0-20,1.37,-9999,-9999,-9999,4.9,0.8,0.7,0.04,-9999,-9999,-9999,0.3,0.78,-9999,1.34,18,-9999,-9999,22,24,7,47,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA04-94,20-40,1.36,-9999,-9999,-9999,5.1,0.4,0.1,0.01,-9999,-9999,-9999,0.5,0.22,-9999,0.38,2,-9999,-9999,18,19,2,61,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA04-94,40-60,1.43,-9999,-9999,-9999,4.8,0.3,0.1,0.01,-9999,-9999,-9999,0.6,1,-9999,1.72,1,-9999,-9999,14,25,2,59,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA04-94,60-80,-9999,-9999,-9999,-9999,4.9,0.3,0.1,0.01,-9999,-9999,-9999,0.6,1.1,-9999,1.9,1,-9999,-9999,13,14,14,59,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA04-94,80-100,-9999,-9999,-9999,-9999,5,0.6,0.4,0.02,-9999,-9999,-9999,1.1,0.3,-9999,0.52,1,-9999,-9999,14,14,13,59,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA05-94,0-20,1.56,-9999,-9999,-9999,4.6,0.4,0.2,0.02,-9999,-9999,-9999,1.2,0.59,-9999,1.02,2,-9999,-9999,17,39,31,13,10yr 5/8,yellowih brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA05-94,20-40,1.53,-9999,-9999,-9999,4.8,0.4,0.1,0.02,-9999,-9999,-9999,1.1,0.37,-9999,0.64,2,-9999,-9999,41,21,17,21,10yr 6/8,bright yellowish brown,,,,,,,
1994,-9999,-9999,Tome-Acu,TA05-94,40-60,-9999,-9999,-9999,-9999,4.7,0.4,0.1,0.01,-9999,-9999,-9999,0.9,1.04,-9999,1.79,1,-9999,-9999,18,31,17,34,5yr 5/8,bright reddish brown,,,,,,,
1995,-9999,-9999,Yapu,YA01-95,0-20,-9999,-9999,-9999,-9999,4.2,0.2,0.3,-9999,-9999,-9999,-9999,4.9,2.54,0.22,4.36,1,-9999,-9999,7,4,23,66,7.5YR 5/6,"Bright brown, Latossolo  Amarelo  Alico",Upland forest,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA01-95,20-40,-9999,-9999,-9999,-9999,4.4,0.2,0.3,-9999,-9999,-9999,-9999,4.7,1.61,0.14,2.76,<1,-9999,-9999,6,4,16,74,7.5YR 5/8,"Bright brown, Latossolo  Amarelo  Alico",Upland forest,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA01-95,40-60,-9999,-9999,-9999,-9999,4.7,0.2,0.1,-9999,-9999,-9999,-9999,4,0.96,0.11,1.65,<1,-9999,-9999,5,3,14,78,7.5YR 6/8,"Orange,Latossolo  Amarelo  Alico",Upland forest,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA01-95,60-80,-9999,-9999,-9999,-9999,4.9,0.2,0.2,-9999,-9999,-9999,-9999,3.5,0.83,0.1,1.42,<1,-9999,-9999,5,3,14,78,7.5YR 6/8,"Orange,Latossolo  Amarelo  Alico",Upland forest,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA01-95,80-100,-9999,-9999,-9999,-9999,5,0.2,0.2,-9999,-9999,-9999,-9999,3.1,0.79,0.1,1.35,<1,-9999,-9999,5,3,12,80,7.5YR 6/8,"Orange,Latossolo  Amarelo  Alico",Upland forest,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA02-95,0-20,-9999,-9999,-9999,-9999,4.6,0.2,0.1,-9999,-9999,-9999,-9999,0.8,1.32,0.04,2.27,1,-9999,-9999,45,44,9,2,7.5YR 5/2,"Brayish brown, Arenosa Podzol Hidromorfico",Sabana Alta,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA02-95,20-40,-9999,-9999,-9999,-9999,5,0.2,0.1,-9999,-9999,-9999,-9999,0.1,0.3,0.02,0.51,1,-9999,-9999,40,51,9,0,10YR 7/2,"Dull yellow orange, Arenosa Podzol Hidromorfico",Sabana Alta,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA02-95,40-60,-9999,-9999,-9999,-9999,5.4,0.2,0.1,-9999,-9999,-9999,-9999,0.1,0.16,0.01,0.27,<1,-9999,-9999,40,51,9,0,10YR 7/2,"Dull yellow orange,Arenosa Podzol Hidromorfico",Sabana Alta,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA02-95,60-80,-9999,-9999,-9999,-9999,5.6,0.2,0.2,-9999,-9999,-9999,-9999,0.1,0.01,0.16,0.01,<1,-9999,-9999,37,51,12,0,10YR 7/2,"Dull yellow orange,Arenosa Podzol Hidromorfico",Sabana Alta,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA02-95,80-100,-9999,-9999,-9999,-9999,4.7,0.3,0.1,-9999,-9999,-9999,-9999,3.1,2.19,0.05,3.76,<1,-9999,-9999,40,44,10,6,10YR 4/6,"Brown, mixed (two types),Arenosa Podzol Hidromorfico",Sabana Alta,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA03-95,0-20,-9999,-9999,-9999,-9999,4.8,0.3,0.4,-9999,-9999,-9999,-9999,0.5,1.04,0.04,1.78,1,-9999,-9999,20,64,14,2,10YR 7/2,"Dull yellow orange, Pantanosa Podzol Hidromorfico",Savana Baixa,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA03-95,20-40,-9999,-9999,-9999,-9999,5.8,0.3,0.4,-9999,-9999,-9999,-9999,0.1,0.11,0.01,0.18,<1,-9999,-9999,21,70,7,2,7.5YR 8/1,"Very wet, Light gray, Pantanosa Podzol Hidromorfico",Savana Baixa,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA03-95,40-60,-9999,-9999,-9999,-9999,6.9,0.2,0.2,-9999,-9999,-9999,-9999,0,0.03,0.01,0.05,<1,-9999,-9999,24,67,9,0,7.5YR 8/1,"Very wet,Pantanosa Podzol Hidromorfico",Savana Baixa,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA03-95,60-80,-9999,-9999,-9999,-9999,6.7,0.2,0.2,-9999,-9999,-9999,-9999,0,0.08,0.01,0.13,<1,-9999,-9999,21,70,7,2,7.5YR 8/1,"Very wet,Pantanosa Podzol Hidromorfico",Savana Baixa,-9999,No use reported,No use reported,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA04-95,0-20,-9999,-9999,-9999,-9999,3.8,0.4,0.3,-9999,-9999,-9999,-9999,7.6,2.34,0.23,4.02,<1,-9999,-9999,4,2,42,52,7.5YR 6/8,"Orange, Podzolico Vermelho Amarelo Argiloso Alico",SS,20,Swidden agriculture,Before 1974-forest or old growth; 1974-crop; 1975-fallow,-9999,-9999,-9999
