"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/09/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/10/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/11/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/12/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/13/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/14/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/15/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/16/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/17/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/18/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/19/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/20/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/21/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/22/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/23/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","18","75.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/24/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/25/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/26/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/27/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/28/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"03/29/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","10","42.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/01/2021","AQS","010731003","1","0","ppm","0","Fairfield","8","33.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/02/2021","AQS","010731003","1","0.1","ppm","1","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/03/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/04/2021","AQS","010731003","1","0.8","ppm","9","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/05/2021","AQS","010731003","1","0.7","ppm","8","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/06/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/07/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","18","75.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/08/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/09/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/10/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/11/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/12/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/13/2021","AQS","010731003","1","0.7","ppm","8","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/14/2021","AQS","010731003","1","0.8","ppm","9","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/15/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/16/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/17/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/18/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/19/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/20/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/21/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","16","67.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/22/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/23/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/24/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/25/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/26/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/27/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/28/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/29/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"04/30/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/01/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/02/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/03/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/04/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/05/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/06/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/07/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/08/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/09/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/10/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/11/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/12/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/13/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/14/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/15/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/16/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/17/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/18/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/19/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/20/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/21/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/22/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/23/2021","AQS","010731003","1","0.7","ppm","8","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/24/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/25/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/26/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/27/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/28/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/29/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/30/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"05/31/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/01/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/02/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/03/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/04/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/05/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/06/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/07/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/08/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","17","71.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/09/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/10/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/11/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/12/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/13/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/14/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/15/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/16/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/17/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/18/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/19/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/20/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/21/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/22/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/23/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/24/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/25/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/26/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/27/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/28/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/29/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"06/30/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/01/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/02/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/03/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/04/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/05/2021","AQS","010731003","1","0.6","ppm","7","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/06/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/07/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/08/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/09/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/10/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/11/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/12/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/13/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/14/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/15/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/16/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/17/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/18/2021","AQS","010731003","1","0.2","ppm","2","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/19/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/20/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/21/2021","AQS","010731003","1","0.3","ppm","3","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/22/2021","AQS","010731003","1","0.4","ppm","5","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/23/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/24/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/25/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/26/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
"07/27/2021","AQS","010731003","1","0.5","ppm","6","Fairfield","24","100.0000","42101","Carbon monoxide","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.4855560008686","-86.915"
